?intervention	?interventionLabel
<http://www.wikidata.org/entity/Q2458673>	"ketotifen"@en
<http://www.wikidata.org/entity/Q1851162>	"interferon beta-1b"@en
<http://www.wikidata.org/entity/Q2387553>	"tafenoquine"@en
<http://www.wikidata.org/entity/Q1851701>	"Dalteparin"@en
<http://www.wikidata.org/entity/Q2734874>	"lornoxicam"@en
<http://www.wikidata.org/entity/Q2734674>	"cephradine"@en
<http://www.wikidata.org/entity/Q2736135>	"telithromycin"@en
<http://www.wikidata.org/entity/Q2393348>	"bimatoprost"@en
<http://www.wikidata.org/entity/Q2846011>	"Ancrod"@en
<http://www.wikidata.org/entity/Q2858961>	"apremilast"@en
<http://www.wikidata.org/entity/Q2823834>	"medroxyprogesterone acetate"@en
<http://www.wikidata.org/entity/Q2459042>	"ipilimumab"@en
<http://www.wikidata.org/entity/Q2736402>	"demeclocycline"@en
<http://www.wikidata.org/entity/Q2421270>	"cortivazol"@en
<http://www.wikidata.org/entity/Q2412605>	"oxethazaine"@en
<http://www.wikidata.org/entity/Q2742649>	"antidiarrhoeal"@en
<http://www.wikidata.org/entity/Q2394106>	"isospaglumic acid"@en
<http://www.wikidata.org/entity/Q1922379>	"mesenchymal stem cells"@en
<http://www.wikidata.org/entity/Q1907109>	"masitinib"@en
<http://www.wikidata.org/entity/Q2757969>	"meglumine antimoniate"@en
<http://www.wikidata.org/entity/Q1923741>	"respiratory system agents"@en
<http://www.wikidata.org/entity/Q1927838>	"alpha blocker"@en
<http://www.wikidata.org/entity/Q2736873>	"alfuzosin"@en
<http://www.wikidata.org/entity/Q2070778>	"benzonatate"@en
<http://www.wikidata.org/entity/Q2870929>	"Amoxicillin/clavulanic acid"@en
<http://www.wikidata.org/entity/Q2154494>	"riociguat"@en
<http://www.wikidata.org/entity/Q2159860>	"palmidrol"@en
<http://www.wikidata.org/entity/Q2917126>	"Technetium Tc-99m sestamibi"@en
<http://www.wikidata.org/entity/Q2924764>	"brexpiprazole"@en
<http://www.wikidata.org/entity/Q2759348>	"loxoprofen"@en
<http://www.wikidata.org/entity/Q2823312>	"tiludronic acid"@en
<http://www.wikidata.org/entity/Q2795791>	"rehabilitation"@en
<http://www.wikidata.org/entity/Q2784004>	"amsacrine"@en
<http://www.wikidata.org/entity/Q2760221>	"gemeprost"@en
<http://www.wikidata.org/entity/Q2071071>	"lynestrenol"@en
<http://www.wikidata.org/entity/Q2072745>	"trichlormethiazide"@en
<http://www.wikidata.org/entity/Q2103461>	"acifluorfen"@en
<http://www.wikidata.org/entity/Q2146170>	"ezogabine"@en
<http://www.wikidata.org/entity/Q3143635>	"Hyaluronan sodium"@en
<http://www.wikidata.org/entity/Q2758338>	"etidronic acid"@en
<http://www.wikidata.org/entity/Q2943789>	"nitazoxanide"@en
<http://www.wikidata.org/entity/Q3149137>	"Rho(D) immune globulin"@en
<http://www.wikidata.org/entity/Q3154058>	"iobenguane"@en
<http://www.wikidata.org/entity/Q2313188>	"Becaplermin"@en
<http://www.wikidata.org/entity/Q2319020>	"cefadroxil"@en
<http://www.wikidata.org/entity/Q2313471>	"dicloxacillin"@en
<http://www.wikidata.org/entity/Q2325775>	"cefoperazone"@en
<http://www.wikidata.org/entity/Q2325594>	"tranilast"@en
<http://www.wikidata.org/entity/Q2335618>	"dermatan sulfate"@en
<http://www.wikidata.org/entity/Q2537076>	"tribufos"@en
<http://www.wikidata.org/entity/Q2195995>	"repaglinide"@en
<http://www.wikidata.org/entity/Q2541149>	"pyridoxamine"@en
<http://www.wikidata.org/entity/Q2552927>	"cefepime"@en
<http://www.wikidata.org/entity/Q3649449>	"Cadexomer iodine"@en
<http://www.wikidata.org/entity/Q3065731>	"pyridoxal"@en
<http://www.wikidata.org/entity/Q3664175>	"cefditoren"@en
<http://www.wikidata.org/entity/Q3655338>	"cangrelor"@en
<http://www.wikidata.org/entity/Q3661095>	"clothiapine"@en
<http://www.wikidata.org/entity/Q3702534>	"mirabegron"@en
<http://www.wikidata.org/entity/Q3698301>	"cromakalim"@en
<http://www.wikidata.org/entity/Q4095199>	"botulinum toxin type A"@en
<http://www.wikidata.org/entity/Q2553496>	"netilmicin"@en
<http://www.wikidata.org/entity/Q5049003>	"Casopitant"@en
<http://www.wikidata.org/entity/Q5057052>	"cediranib"@en
<http://www.wikidata.org/entity/Q2964133>	"chloroprocaine"@en
<http://www.wikidata.org/entity/Q5065704>	"cetrorelix"@en
<http://www.wikidata.org/entity/Q2637746>	"trabectedin"@en
<http://www.wikidata.org/entity/Q2575454>	"EUSOL"@en
<http://www.wikidata.org/entity/Q5057238>	"cefmetazole"@en
<http://www.wikidata.org/entity/Q5057301>	"ceftobiprole"@en
<http://www.wikidata.org/entity/Q4130924>	"gaboxadol"@en
<http://www.wikidata.org/entity/Q2974480>	"caffeine citrate"@en
<http://www.wikidata.org/entity/Q3950557>	"Sargramostim"@en
<http://www.wikidata.org/entity/Q5058846>	"Cenicriviroc"@en
<http://www.wikidata.org/entity/Q5102980>	"chlormadinone acetate"@en
<http://www.wikidata.org/entity/Q5103213>	"chlorotrianisene"@en
<http://www.wikidata.org/entity/Q2979523>	"ramosetron"@en
<http://www.wikidata.org/entity/Q3088229>	"rasburicase"@en
<http://www.wikidata.org/entity/Q2993328>	"beta-endorphin"@en
<http://www.wikidata.org/entity/Q2991856>	"trihexyphenidyl"@en
<http://www.wikidata.org/entity/Q3069733>	"ferroquine"@en
<http://www.wikidata.org/entity/Q3080279>	"clofibric acid"@en
<http://www.wikidata.org/entity/Q3011604>	"dabrafenib"@en
<http://www.wikidata.org/entity/Q3320636>	"artificial tears"@en
<http://www.wikidata.org/entity/Q3271540>	"mechanism of action"@en
<http://www.wikidata.org/entity/Q3271949>	"Lepirudin"@en
<http://www.wikidata.org/entity/Q3180288>	"nordazepam"@en
<http://www.wikidata.org/entity/Q3258910>	"lonafarnib"@en
<http://www.wikidata.org/entity/Q3272027>	"levobupivacaine"@en
<http://www.wikidata.org/entity/Q3765251>	"darunavir"@en
<http://www.wikidata.org/entity/Q4327722>	"nociceptin"@en
<http://www.wikidata.org/entity/Q3275451>	"propantheline"@en
<http://www.wikidata.org/entity/Q3290587>	"antimineralocorticoid"@en
<http://www.wikidata.org/entity/Q4482372>	"fesoterodine"@en
<http://www.wikidata.org/entity/Q4445779>	"sultopride"@en
<http://www.wikidata.org/entity/Q4413253>	"secoisolariciresinol"@en
<http://www.wikidata.org/entity/Q4353252>	"nalmefene"@en
<http://www.wikidata.org/entity/Q4392082>	"Puerarin"@en
<http://www.wikidata.org/entity/Q4413249>	"secnidazole"@en
<http://www.wikidata.org/entity/Q4376623>	"prednicarbate"@en
<http://www.wikidata.org/entity/Q4388537>	"[2-oxo-2-(N-propan-2-ylanilino)ethyl] 4-oxo-3,5-dihydro-2H-1,5-benzothiazepine-7-carboxylate"@en
<http://www.wikidata.org/entity/Q4634053>	"3,3'-diindolylmethane"@en
<http://www.wikidata.org/entity/Q4596897>	"2-methoxyestradiol"@en
<http://www.wikidata.org/entity/Q4505907>	"cystatins"@en
<http://www.wikidata.org/entity/Q4493217>	"tin fluorides"@en
<http://www.wikidata.org/entity/Q4639645>	"5-alpha-reductase inhibitors"@en
<http://www.wikidata.org/entity/Q4637150>	"tempol"@en
<http://www.wikidata.org/entity/Q4673274>	"acetohexamide"@en
<http://www.wikidata.org/entity/Q4667249>	"abexinostat"@en
<http://www.wikidata.org/entity/Q4667244>	"Abetimus"@en
<http://www.wikidata.org/entity/Q4688818>	"afatinib"@en
<http://www.wikidata.org/entity/Q4674302>	"Aclarubicin"@en
<http://www.wikidata.org/entity/Q2697833>	"Abatacept"@en
<http://www.wikidata.org/entity/Q4721888>	"17α-estradiol"@en
<http://www.wikidata.org/entity/Q4689254>	"(Z)-4-hydroxytamoxifen"@en
<http://www.wikidata.org/entity/Q4708967>	"albaconazole"@en
<http://www.wikidata.org/entity/Q2701912>	"clofibrate"@en
<http://www.wikidata.org/entity/Q3774852>	"Cathartic"@en
<http://www.wikidata.org/entity/Q4161323>	"Ergoloid mesylate"@en
<http://www.wikidata.org/entity/Q2643555>	"Gardasil"@en
<http://www.wikidata.org/entity/Q4712900>	"alcaftadine"@en
<http://www.wikidata.org/entity/Q3771944>	"Glembatumumab vedotin"@en
<http://www.wikidata.org/entity/Q4162428>	"gold sodium thiosulfate"@en
<http://www.wikidata.org/entity/Q2697578>	"fludrocortisone"@en
<http://www.wikidata.org/entity/Q3730737>	"Epratuzumab"@en
<http://www.wikidata.org/entity/Q3723645>	"Elotuzumab"@en
<http://www.wikidata.org/entity/Q2662662>	"dicyclomine"@en
<http://www.wikidata.org/entity/Q4161380>	"dydrogesterone"@en
<http://www.wikidata.org/entity/Q4735269>	"radium ra-223 dichloride"@en
<http://www.wikidata.org/entity/Q2662393>	"parthenolide"@en
<http://www.wikidata.org/entity/Q2650256>	"gepirone"@en
<http://www.wikidata.org/entity/Q2467555>	"furazolidone"@en
<http://www.wikidata.org/entity/Q3742487>	"fenoverine"@en
<http://www.wikidata.org/entity/Q4177438>	"trimagnesium dicitrate"@en
<http://www.wikidata.org/entity/Q4205889>	"ethiodized oil"@en
<http://www.wikidata.org/entity/Q4224007>	"clobetasol"@en
<http://www.wikidata.org/entity/Q4199443>	"iloperidone"@en
<http://www.wikidata.org/entity/Q4197874>	"idebenone"@en
<http://www.wikidata.org/entity/Q4734170>	"alogliptin"@en
<http://www.wikidata.org/entity/Q4734924>	"Alpha-adrenergic agonist"@en
<http://www.wikidata.org/entity/Q4724191>	"algestone"@en
<http://www.wikidata.org/entity/Q4734671>	"alovudine"@en
<http://www.wikidata.org/entity/Q4211771>	"camphor"@en
<http://www.wikidata.org/entity/Q2487682>	"bromfenac"@en
<http://www.wikidata.org/entity/Q4312826>	"nandrolone phenpropionate"@en
<http://www.wikidata.org/entity/Q4321582>	"gallium nitrate"@en
<http://www.wikidata.org/entity/Q3492616>	"Insulin Lispro"@en
<http://www.wikidata.org/entity/Q2462902>	"bronopol"@en
<http://www.wikidata.org/entity/Q2465218>	"(RS)-etodolac"@en
<http://www.wikidata.org/entity/Q3733839>	"etonogestrel"@en
<http://www.wikidata.org/entity/Q3493048>	"monensin"@en
<http://www.wikidata.org/entity/Q3494619>	"seliciclib"@en
<http://www.wikidata.org/entity/Q3495231>	"treprostinil"@en
<http://www.wikidata.org/entity/Q3530324>	"tofacitinib"@en
<http://www.wikidata.org/entity/Q3496452>	"ciprofibrate"@en
<http://www.wikidata.org/entity/Q3529346>	"Tirapazamine"@en
<http://www.wikidata.org/entity/Q2938837>	"cariprazine"@en
<http://www.wikidata.org/entity/Q3001265>	"muscarinic antagonist"@en
<http://www.wikidata.org/entity/Q2928948>	"butoconazole"@en
<http://www.wikidata.org/entity/Q2938102>	"cardiotonic"@en
<http://www.wikidata.org/entity/Q3837481>	"Loteprednol etabonate"@en
<http://www.wikidata.org/entity/Q3557001>	"vicriviroc"@en
<http://www.wikidata.org/entity/Q3536652>	"highly active antiretroviral therapy"@en
<http://www.wikidata.org/entity/Q2555060>	"sulfadiazine"@en
<http://www.wikidata.org/entity/Q3563148>	"vortioxetine"@en
<http://www.wikidata.org/entity/Q3843044>	"mafenide"@en
<http://www.wikidata.org/entity/Q3040305>	"aromatase inhibitors"@en
<http://www.wikidata.org/entity/Q3025599>	"dexfenfluramine"@en
<http://www.wikidata.org/entity/Q3033497>	"docosanol"@en
<http://www.wikidata.org/entity/Q3896970>	"Pasireotide"@en
<http://www.wikidata.org/entity/Q3108899>	"glipizide"@en
<http://www.wikidata.org/entity/Q3877355>	"nitisinone"@en
<http://www.wikidata.org/entity/Q3877377>	"nitroaspirin"@en
<http://www.wikidata.org/entity/Q3877030>	"nilutamide"@en
<http://www.wikidata.org/entity/Q3877039>	"Nimotuzumab"@en
<http://www.wikidata.org/entity/Q3121121>	"saxagliptin"@en
<http://www.wikidata.org/entity/Q3905585>	"(7RS,9S)-Pirarubicin"@en
<http://www.wikidata.org/entity/Q3109315>	"glutarimide"@en
<http://www.wikidata.org/entity/Q2569888>	"trimebutine"@en
<http://www.wikidata.org/entity/Q2573513>	"agglutinin"@en
<http://www.wikidata.org/entity/Q3899224>	"pentaerythritol tetranitrate"@en
<http://www.wikidata.org/entity/Q3898423>	"pazufloxacin"@en
<http://www.wikidata.org/entity/Q2579108>	"L-morphan"@en
<http://www.wikidata.org/entity/Q2601832>	"ticarcillin"@en
<http://www.wikidata.org/entity/Q2602246>	"cefotetan"@en
<http://www.wikidata.org/entity/Q3130053>	"inosine pranobex"@en
<http://www.wikidata.org/entity/Q3124290>	"pholcodine"@en
<http://www.wikidata.org/entity/Q2605497>	"homatropine methylbromide"@en
<http://www.wikidata.org/entity/Q2606497>	"brompheniramine"@en
<http://www.wikidata.org/entity/Q2619971>	"fibrinolysin"@en
<http://www.wikidata.org/entity/Q2608288>	"(Z)-thiothixene"@en
<http://www.wikidata.org/entity/Q2633879>	"carbamide peroxide"@en
<http://www.wikidata.org/entity/Q3906700>	"Plicamycin"@en
<http://www.wikidata.org/entity/Q3924793>	"prulifloxacin"@en
<http://www.wikidata.org/entity/Q3292273>	"orphenadrine"@en
<http://www.wikidata.org/entity/Q3294635>	"Colestipol"@en
<http://www.wikidata.org/entity/Q3294630>	"chlorzoxazone"@en
<http://www.wikidata.org/entity/Q3332124>	"mecamylamine"@en
<http://www.wikidata.org/entity/Q3315722>	"mipomersen"@en
<http://www.wikidata.org/entity/Q3435660>	"penicillin G procaine"@en
<http://www.wikidata.org/entity/Q2602750>	"diflunisal"@en
<http://www.wikidata.org/entity/Q2603363>	"chlorothiazide"@en
<http://www.wikidata.org/entity/Q5103229>	"chlorproguanil"@en
<http://www.wikidata.org/entity/Q3342150>	"nisoldipine"@en
<http://www.wikidata.org/entity/Q3335996>	"naproxcinod"@en
<http://www.wikidata.org/entity/Q3351791>	"Oleoyl-estrone"@en
<http://www.wikidata.org/entity/Q3359058>	"oxiconazole"@en
<http://www.wikidata.org/entity/Q3577491>	"second trimester ultrasounds"@en
<http://www.wikidata.org/entity/Q3489331>	"pyrantel pamoate"@en
<http://www.wikidata.org/entity/Q5119448>	"ciclesonide"@en
<http://www.wikidata.org/entity/Q5134875>	"clofarabine"@en
<http://www.wikidata.org/entity/Q3359124>	"vasoconstrictor agents"@en
<http://www.wikidata.org/entity/Q5268339>	"dexlansoprazole"@en
<http://www.wikidata.org/entity/Q5135028>	"clonixin"@en
<http://www.wikidata.org/entity/Q5273861>	"Diclofenac/misoprostol"@en
<http://www.wikidata.org/entity/Q5275453>	"diflucortolone"@en
<http://www.wikidata.org/entity/Q5138908>	"cobicistat"@en
<http://www.wikidata.org/entity/Q5135145>	"cloricromen"@en
<http://www.wikidata.org/entity/Q5276420>	"dihydroartemisinin"@en
<http://www.wikidata.org/entity/Q5276413>	"Dihydrexidine"@en
<http://www.wikidata.org/entity/Q5120034>	"cilomilast"@en
<http://www.wikidata.org/entity/Q5120864>	"cinepazide"@en
<http://www.wikidata.org/entity/Q5279734>	"diphenidol"@en
<http://www.wikidata.org/entity/Q5332073>	"ebselen"@en
<http://www.wikidata.org/entity/Q3799041>	"Inotuzumab ozogamicin"@en
<http://www.wikidata.org/entity/Q5222113>	"Daratumumab"@en
<http://www.wikidata.org/entity/Q3798322>	"indobufen"@en
<http://www.wikidata.org/entity/Q3791612>	"ibutilide"@en
<http://www.wikidata.org/entity/Q5303688>	"doxercalciferol"@en
<http://www.wikidata.org/entity/Q5283598>	"Disufenton sodium"@en
<http://www.wikidata.org/entity/Q5297311>	"dopexamine"@en
<http://www.wikidata.org/entity/Q5332142>	"ecamsule"@en
<http://www.wikidata.org/entity/Q5333851>	"ecopipam"@en
<http://www.wikidata.org/entity/Q5150954>	"Combretastatin"@en
<http://www.wikidata.org/entity/Q5144763>	"Colforsin"@en
<http://www.wikidata.org/entity/Q5150956>	"fosbretabulin"@en
<http://www.wikidata.org/entity/Q3836670>	"lonidamine"@en
<http://www.wikidata.org/entity/Q3836750>	"lopinavir/ritonavir"@en
<http://www.wikidata.org/entity/Q3836403>	"lofexidine"@en
<http://www.wikidata.org/entity/Q5199020>	"cyclosporins"@en
<http://www.wikidata.org/entity/Q3833129>	"Lintuzumab"@en
<http://www.wikidata.org/entity/Q3832559>	"linaclotide"@en
<http://www.wikidata.org/entity/Q3800087>	"pyrilamine"@en
<http://www.wikidata.org/entity/Q5222570>	"darexaban"@en
<http://www.wikidata.org/entity/Q5225810>	"darusentan"@en
<http://www.wikidata.org/entity/Q5251502>	"deferasirox"@en
<http://www.wikidata.org/entity/Q7041828>	"nivolumab"@en
<http://www.wikidata.org/entity/Q4897349>	"betamethasone dipropionate"@en
<http://www.wikidata.org/entity/Q4882925>	"Belinostat"@en
<http://www.wikidata.org/entity/Q4884574>	"belotecan"@en
<http://www.wikidata.org/entity/Q4890968>	"beractant"@en
<http://www.wikidata.org/entity/Q4747531>	"amonafide"@en
<http://www.wikidata.org/entity/Q4748723>	"amrubicin"@en
<http://www.wikidata.org/entity/Q4738021>	"alvimopan"@en
<http://www.wikidata.org/entity/Q4919218>	"bivalirudin"@en
<http://www.wikidata.org/entity/Q4898219>	"betrixaban"@en
<http://www.wikidata.org/entity/Q4902548>	"biapenem"@en
<http://www.wikidata.org/entity/Q4784668>	"arbekacin"@en
<http://www.wikidata.org/entity/Q4774393>	"Anti-lymphocyte globulin"@en
<http://www.wikidata.org/entity/Q4779259>	"apaziquone"@en
<http://www.wikidata.org/entity/Q4767903>	"annamycin"@en
<http://www.wikidata.org/entity/Q4811881>	"asunaprevir"@en
<http://www.wikidata.org/entity/Q4759444>	"Andrographolide"@en
<http://www.wikidata.org/entity/Q4750639>	"anacetrapib"@en
<http://www.wikidata.org/entity/Q4764531>	"anidulafungin"@en
<http://www.wikidata.org/entity/Q4972934>	"brodalumab"@en
<http://www.wikidata.org/entity/Q4968132>	"brimonidine/timolol"@en
<http://www.wikidata.org/entity/Q4795601>	"arotinolol"@en
<http://www.wikidata.org/entity/Q5030940>	"canagliflozin"@en
<http://www.wikidata.org/entity/Q5019575>	"calfactant"@en
<http://www.wikidata.org/entity/Q4993812>	"Halichondrin B"@en
<http://www.wikidata.org/entity/Q4973749>	"bromperidol"@en
<http://www.wikidata.org/entity/Q4982756>	"bucindolol"@en
<http://www.wikidata.org/entity/Q4982752>	"Bucillamine"@en
<http://www.wikidata.org/entity/Q2701638>	"glycocholic acid"@en
<http://www.wikidata.org/entity/Q4828930>	"aviptadil"@en
<http://www.wikidata.org/entity/Q4830631>	"axitinib"@en
<http://www.wikidata.org/entity/Q4815980>	"udenafil"@en
<http://www.wikidata.org/entity/Q5037853>	"carbetocin"@en
<http://www.wikidata.org/entity/Q3983108>	"temocillin"@en
<http://www.wikidata.org/entity/Q3704725>	"Defibrotide"@en
<http://www.wikidata.org/entity/Q4875166>	"bazedoxifene"@en
<http://www.wikidata.org/entity/Q4835503>	"dactolisib"@en
<http://www.wikidata.org/entity/Q3993743>	"toremifene"@en
<http://www.wikidata.org/entity/Q3985253>	"testolactone"@en
<http://www.wikidata.org/entity/Q3712521>	"dofetilide"@en
<http://www.wikidata.org/entity/Q3718510>	"echinocandin"@en
<http://www.wikidata.org/entity/Q5253067>	"delafloxacin"@en
<http://www.wikidata.org/entity/Q3706987>	"dichlorphenamide"@en
<http://www.wikidata.org/entity/Q3705147>	"delorazepam"@en
<http://www.wikidata.org/entity/Q3997863>	"ado-trastuzumab emtansine"@en
<http://www.wikidata.org/entity/Q6042242>	"Insulin Glulisine"@en
<http://www.wikidata.org/entity/Q4006490>	"Urofollitropin"@en
<http://www.wikidata.org/entity/Q4019783>	"Lidocaine/prilocaine"@en
<http://www.wikidata.org/entity/Q6057485>	"Intetumumab"@en
<http://www.wikidata.org/entity/Q6072197>	"irofulven"@en
<http://www.wikidata.org/entity/Q3607822>	"Alatrofloxacin"@en
<http://www.wikidata.org/entity/Q3604308>	"cefuroxime axetil"@en
<http://www.wikidata.org/entity/Q3604243>	"acemannan"@en
<http://www.wikidata.org/entity/Q6079042>	"isavuconazole"@en
<http://www.wikidata.org/entity/Q3720273>	"Efungumab"@en
<http://www.wikidata.org/entity/Q5260067>	"Deoxyglucose"@en
<http://www.wikidata.org/entity/Q4063441>	"alvocidib"@en
<http://www.wikidata.org/entity/Q4043462>	"MP-412 REX"@en
<http://www.wikidata.org/entity/Q3930720>	"razoxane"@en
<http://www.wikidata.org/entity/Q3935297>	"rifapentine"@en
<http://www.wikidata.org/entity/Q3638304>	"Benralizumab"@en
<http://www.wikidata.org/entity/Q6523037>	"Lenograstim"@en
<http://www.wikidata.org/entity/Q3933703>	"Reteplase"@en
<http://www.wikidata.org/entity/Q3609421>	"Alefacept"@en
<http://www.wikidata.org/entity/Q3611854>	"alitretinoin"@en
<http://www.wikidata.org/entity/Q6095693>	"ivacaftor"@en
<http://www.wikidata.org/entity/Q3633651>	"bambuterol"@en
<http://www.wikidata.org/entity/Q3634466>	"Bapineuzumab"@en
<http://www.wikidata.org/entity/Q3637045>	"bavituximab"@en
<http://www.wikidata.org/entity/Q5473368>	"fospropofol"@en
<http://www.wikidata.org/entity/Q5132338>	"clevidipine"@en
<http://www.wikidata.org/entity/Q3638978>	"besifloxacin"@en
<http://www.wikidata.org/entity/Q5134843>	"Clocortolone"@en
<http://www.wikidata.org/entity/Q5508491>	"fulvestrant"@en
<http://www.wikidata.org/entity/Q5383794>	"epoetin alfa"@en
<http://www.wikidata.org/entity/Q4998036>	"bupropion/naltrexone"@en
<http://www.wikidata.org/entity/Q5003180>	"butylphthalide"@en
<http://www.wikidata.org/entity/Q4746121>	"amibegron"@en
<http://www.wikidata.org/entity/Q7226111>	"Poly ICLC"@en
<http://www.wikidata.org/entity/Q7226181>	"polycarbophil calcium"@en
<http://www.wikidata.org/entity/Q5017121>	"cafedrine"@en
<http://www.wikidata.org/entity/Q5018528>	"calanolide a"@en
<http://www.wikidata.org/entity/Q5018775>	"calcimimetic"@en
<http://www.wikidata.org/entity/Q5018825>	"calcium dobesilate"@en
<http://www.wikidata.org/entity/Q5026909>	"camostat"@en
<http://www.wikidata.org/entity/Q7226308>	"Polyestradiol phosphate"@en
<http://www.wikidata.org/entity/Q4811402>	"astressin-B"@en
<http://www.wikidata.org/entity/Q5033475>	"canrenone"@en
<http://www.wikidata.org/entity/Q5038067>	"carboprost"@en
<http://www.wikidata.org/entity/Q6523413>	"lenvatinib"@en
<http://www.wikidata.org/entity/Q5462791>	"fluocinonide"@en
<http://www.wikidata.org/entity/Q5264591>	"Deslorelin"@en
<http://www.wikidata.org/entity/Q5473324>	"fosaprepitant"@en
<http://www.wikidata.org/entity/Q5462793>	"fluocortolone"@en
<http://www.wikidata.org/entity/Q4086927>	"prostate biopsy"@en
<http://www.wikidata.org/entity/Q5161126>	"conivaptan"@en
<http://www.wikidata.org/entity/Q6659956>	"lixisenatide"@en
<http://www.wikidata.org/entity/Q5184160>	"crenolanib"@en
<http://www.wikidata.org/entity/Q5166679>	"convulsant"@en
<http://www.wikidata.org/entity/Q6576792>	"online community"@en
<http://www.wikidata.org/entity/Q6535779>	"levomilnacipran"@en
<http://www.wikidata.org/entity/Q5186964>	"crizotinib"@en
<http://www.wikidata.org/entity/Q7227206>	"pomalidomide"@en
<http://www.wikidata.org/entity/Q6589967>	"SA-4503"@en
<http://www.wikidata.org/entity/Q6577302>	"sulfalene"@en
<http://www.wikidata.org/entity/Q5198674>	"cyclobenzaprine"@en
<http://www.wikidata.org/entity/Q6445931>	"betamethasone valerate"@en
<http://www.wikidata.org/entity/Q5347555>	"efonidipine"@en
<http://www.wikidata.org/entity/Q5347186>	"efaproxiral"@en
<http://www.wikidata.org/entity/Q5367896>	"eltoprazine"@en
<http://www.wikidata.org/entity/Q7230068>	"Porfimer Sodium"@en
<http://www.wikidata.org/entity/Q6433265>	"MyPlate"@en
<http://www.wikidata.org/entity/Q6151362>	"tandospirone"@en
<http://www.wikidata.org/entity/Q6484656>	"landiolol"@en
<http://www.wikidata.org/entity/Q5373824>	"empagliflozin"@en
<http://www.wikidata.org/entity/Q3927871>	"quinestrol"@en
<http://www.wikidata.org/entity/Q7238392>	"pranlukast"@en
<http://www.wikidata.org/entity/Q3930120>	"Ranitidine bismuth citrate"@en
<http://www.wikidata.org/entity/Q7250421>	"propoxycaine"@en
<http://www.wikidata.org/entity/Q7250075>	"propagermanium"@en
<http://www.wikidata.org/entity/Q5572286>	"glucagon-like peptide-1 agonist"@en
<http://www.wikidata.org/entity/Q7239694>	"prednimustine"@en
<http://www.wikidata.org/entity/Q7245228>	"prinomastat"@en
<http://www.wikidata.org/entity/Q7247551>	"procyanidin B1"@en
<http://www.wikidata.org/entity/Q7247553>	"procyanidin B3"@en
<http://www.wikidata.org/entity/Q7247120>	"procaterol"@en
<http://www.wikidata.org/entity/Q7240593>	"Preotact"@en
<http://www.wikidata.org/entity/Q5375179>	"enalaprilat"@en
<http://www.wikidata.org/entity/Q5379471>	"enoximone"@en
<http://www.wikidata.org/entity/Q5473363>	"fosphenytoin"@en
<http://www.wikidata.org/entity/Q4835624>	"BI 811283"@en
<http://www.wikidata.org/entity/Q4836301>	"BQ-788"@en
<http://www.wikidata.org/entity/Q4860707>	"baricitinib"@en
<http://www.wikidata.org/entity/Q4860568>	"Quinagolide"@en
<http://www.wikidata.org/entity/Q4834481>	"abaloparatide"@en
<http://www.wikidata.org/entity/Q4864584>	"Lesogaberan"@en
<http://www.wikidata.org/entity/Q7197338>	"piperaquine"@en
<http://www.wikidata.org/entity/Q5210237>	"dalbavancin"@en
<http://www.wikidata.org/entity/Q5201339>	"Cytochalasin D"@en
<http://www.wikidata.org/entity/Q7199690>	"pixantrone"@en
<http://www.wikidata.org/entity/Q7075165>	"oblimersen sodium"@en
<http://www.wikidata.org/entity/Q7051181>	"norgestimate"@en
<http://www.wikidata.org/entity/Q5222103>	"darapladib"@en
<http://www.wikidata.org/entity/Q7083106>	"olaparib"@en
<http://www.wikidata.org/entity/Q5210829>	"dalfopristin"@en
<http://www.wikidata.org/entity/Q5210285>	"dalcetrapib"@en
<http://www.wikidata.org/entity/Q5401768>	"estradiol valerate"@en
<http://www.wikidata.org/entity/Q5401860>	"estropipate"@en
<http://www.wikidata.org/entity/Q5402427>	"etanidazole"@en
<http://www.wikidata.org/entity/Q5404453>	"icosapent ethyl"@en
<http://www.wikidata.org/entity/Q5405160>	"ethynodiol diacetate"@en
<http://www.wikidata.org/entity/Q5446672>	"fidaxomicin"@en
<http://www.wikidata.org/entity/Q5420370>	"Exisulind"@en
<http://www.wikidata.org/entity/Q5419343>	"exatecan"@en
<http://www.wikidata.org/entity/Q5443576>	"fenretinide"@en
<http://www.wikidata.org/entity/Q5437132>	"fasudil"@en
<http://www.wikidata.org/entity/Q5446286>	"fialuridine"@en
<http://www.wikidata.org/entity/Q3960572>	"Siltuximab"@en
<http://www.wikidata.org/entity/Q3962119>	"sisomicin"@en
<http://www.wikidata.org/entity/Q5456188>	"Five Wishes"@en
<http://www.wikidata.org/entity/Q5462356>	"floxuridine"@en
<http://www.wikidata.org/entity/Q7290345>	"ramucirumab"@en
<http://www.wikidata.org/entity/Q3976823>	"sulfamethazine"@en
<http://www.wikidata.org/entity/Q3962322>	"Sitafloxacin"@en
<http://www.wikidata.org/entity/Q5462632>	"flurandrenolide"@en
<http://www.wikidata.org/entity/Q3981568>	"taurolidine"@en
<http://www.wikidata.org/entity/Q3980782>	"Tanezumab"@en
<http://www.wikidata.org/entity/Q3981685>	"tazarotene"@en
<http://www.wikidata.org/entity/Q3982536>	"tedisamil"@en
<http://www.wikidata.org/entity/Q7226916>	"Polysaccharide-K"@en
<http://www.wikidata.org/entity/Q7293428>	"Ranpirnase"@en
<http://www.wikidata.org/entity/Q7301602>	"rebamipide"@en
